"first_name","year","proportion"
"Charles",1917,"1.20926932067737420100"
"George",1917,"1.21265788596381510600"
"Anna",1917,"0.75709518230730400300"
"Helen",1917,"1.70983017806412261800"
"Mary",1917,"3.21111409548478658800"
"Margaret",1917,"1.27659213982416336100"
"Robert",1917,"1.76344924053780517600"
"Margaret",1918,"1.25281480311232359800"
"Mary",1918,"3.11057334240395815800"
"Robert",1918,"1.87908402656520095000"
"William",1918,"2.09399703654027822600"
"Helen",1918,"1.66863877526298747500"
"James",1918,"1.94955485924026915300"
"John",1918,"2.61644844505877405600"
"Anna",1918,"0.72299389575199057100"
"Charles",1918,"1.24659678846452346300"
"George",1918,"1.21942176148524879700"
"George",1919,"1.20052752318576237100"
"Helen",1919,"1.60010311628208937500"
"James",1919,"2.01797047632993229700"
"John",1919,"2.55084850578536364800"
"Charles",1919,"1.19991147922107401100"
"Anna",1919,"0.68902148050528873700"
"Robert",1919,"1.95281198006481730300"
"Margaret",1919,"1.24611477657270100700"
"Mary",1919,"3.12713394075268251600"
"William",1919,"2.09189575209253549000"
"William",1920,"2.22527175053974441400"
"James",1920,"2.12834978531762605300"
"George",1920,"1.19581286503185431200"
"Helen",1920,"1.55393356005913433200"
"Charles",1920,"1.25835029357234564000"
"John",1920,"2.52774960278788762700"
"Anna",1920,"0.64588125843868569700"
"Robert",1920,"2.16048032280804103200"
"Margaret",1920,"1.23943437879119349300"
"Mary",1920,"3.14578734180571852900"
"Robert",1921,"2.27127183598078737800"
"Mary",1921,"3.17715903186411520700"
"Margaret",1921,"1.22171404926179274700"
"William",1921,"2.22963563613216837600"
"Anna",1921,"0.62128749239132716200"
"Helen",1921,"1.49444829250886803900"
"James",1921,"2.14096595126936865000"
"George",1921,"1.18577498375460000800"
"Charles",1921,"1.26013757936900596100"
"John",1921,"2.50592523389306607300"
"George",1922,"1.20336875102930904300"
"Anna",1922,"0.58750885151171370100"
"Helen",1922,"1.42310029412574148500"
"James",1922,"2.18600122228401110100"
"John",1922,"2.51468116865728300900"
"Charles",1922,"1.26850189829705869900"
"Robert",1922,"2.36038856225239247500"
"Mary",1922,"3.16112001055410354100"
